	mass A		
t	x	y	
0.505	3.156E-2	1.970E-2
0.522	3.174E-2	1.860E-2
0.539	3.187E-2	1.746E-2
0.555	3.202E-2	1.626E-2
0.572	3.214E-2	1.520E-2
0.589	3.236E-2	1.400E-2
0.606	3.254E-2	1.270E-2
0.623	3.275E-2	1.160E-2
0.640	3.285E-2	1.039E-2
0.656	3.303E-2	9.015E-3
0.673	3.327E-2	7.939E-3
0.690	3.341E-2	6.773E-3
0.707	3.384E-2	5.165E-3
0.724	3.418E-2	3.998E-3
0.741	3.429E-2	2.454E-3
0.757	3.542E-2	2.000E-3
0.774	3.512E-2	8.959E-4
0.791	3.608E-2	-5.174E-4
0.808	3.640E-2	-1.781E-3
0.825	3.694E-2	-3.116E-3
0.842	3.716E-2	-4.524E-3
0.858	3.763E-2	-5.823E-3
0.875	3.820E-2	-7.303E-3
0.892	3.878E-2	-8.891E-3
0.909	3.911E-2	-1.037E-2
0.926	3.965E-2	-1.185E-2
0.943	4.035E-2	-1.330E-2
0.959	4.081E-2	-1.496E-2
0.976	4.150E-2	-1.617E-2
0.993	4.230E-2	-1.817E-2
1.010	4.241E-2	-1.960E-2
1.027	4.327E-2	-2.155E-2
1.044	4.376E-2	-2.308E-2
1.060	4.434E-2	-2.485E-2
1.077	4.514E-2	-2.651E-2
1.094	4.597E-2	-2.827E-2
1.111	4.654E-2	-2.990E-2
1.128	4.694E-2	-3.138E-2
1.145	4.752E-2	-3.275E-2
1.161	4.799E-2	-3.365E-2
1.178	4.817E-2	-3.409E-2
1.195	4.802E-2	-3.419E-2
1.212	4.788E-2	-3.383E-2
1.229	4.799E-2	-3.344E-2
1.246	4.824E-2	-3.362E-2
1.262	4.846E-2	-3.365E-2
1.279	4.856E-2	-3.391E-2
1.296	4.874E-2	-3.398E-2
1.313	4.853E-2	-3.383E-2
1.330	4.831E-2	-3.344E-2
1.347	4.809E-2	-3.297E-2
1.363	4.669E-2	-3.113E-2
1.380	4.571E-2	-2.968E-2
1.397	4.495E-2	-2.730E-2
1.414	4.376E-2	-2.578E-2
1.431	4.311E-2	-2.329E-2
1.448	4.236E-2	-2.156E-2
1.464	4.167E-2	-1.968E-2
1.481	4.116E-2	-1.853E-2
1.498	4.095E-2	-1.672E-2
1.515	4.060E-2	-1.608E-2
1.532	4.025E-2	-1.396E-2
1.549	3.936E-2	-1.264E-2
1.565	3.862E-2	-1.095E-2
1.582	3.785E-2	-9.891E-3
1.599	3.739E-2	-8.286E-3
1.616	3.679E-2	-6.768E-3
1.633	3.633E-2	-5.135E-3
1.650	3.570E-2	-3.645E-3
1.666	3.550E-2	-2.642E-3
1.683	3.524E-2	-1.095E-3
1.700	3.518E-2	1.942E-4
1.717	3.504E-2	1.398E-3
1.734	3.441E-2	2.601E-3
1.751	3.416E-2	3.777E-3
1.767	3.381E-2	5.122E-3
1.784	3.360E-2	6.354E-3
1.801	3.352E-2	7.472E-3
1.818	3.309E-2	8.961E-3
1.835	3.272E-2	1.022E-2
1.852	3.234E-2	1.137E-2
1.868	3.229E-2	1.277E-2
1.885	3.210E-2	1.356E-2
1.902	3.196E-2	1.479E-2
1.919	3.166E-2	1.607E-2
