	mass A		
t	x	y	
0.000	3.170E-2	2.034E-2
0.017	3.172E-2	1.942E-2
0.034	3.201E-2	1.822E-2
0.050	3.206E-2	1.693E-2
0.067	3.205E-2	1.559E-2
0.084	3.226E-2	1.470E-2
0.101	3.238E-2	1.359E-2
0.118	3.244E-2	1.267E-2
0.135	3.268E-2	1.106E-2
0.151	3.293E-2	1.014E-2
0.168	3.382E-2	8.418E-3
0.185	3.347E-2	7.421E-3
0.202	3.380E-2	6.134E-3
0.219	3.401E-2	4.622E-3
0.236	3.442E-2	3.949E-3
0.252	3.463E-2	2.662E-3
0.269	3.489E-2	1.512E-3
0.286	3.565E-2	-2.919E-4
0.303	3.628E-2	-1.839E-3
0.320	3.674E-2	-3.272E-3
0.337	3.720E-2	-4.876E-3
0.353	3.743E-2	-5.678E-3
0.370	3.794E-2	-7.283E-3
0.387	3.863E-2	-8.773E-3
0.404	3.903E-2	-1.043E-2
0.421	3.915E-2	-1.181E-2
0.438	3.995E-2	-1.341E-2
0.454	4.047E-2	-1.479E-2
0.471	4.092E-2	-1.645E-2
0.488	4.173E-2	-1.840E-2
0.505	4.241E-2	-1.989E-2
0.522	4.299E-2	-2.115E-2
0.539	4.385E-2	-2.310E-2
0.555	4.419E-2	-2.453E-2
0.572	4.511E-2	-2.614E-2
0.589	4.580E-2	-2.808E-2
0.606	4.643E-2	-2.969E-2
0.623	4.740E-2	-3.101E-2
0.640	4.769E-2	-3.261E-2
0.656	4.786E-2	-3.376E-2
0.673	4.786E-2	-3.387E-2
0.690	4.797E-2	-3.404E-2
0.707	4.797E-2	-3.336E-2
0.724	4.814E-2	-3.324E-2
0.740	4.814E-2	-3.290E-2
0.757	4.849E-2	-3.278E-2
0.774	4.849E-2	-3.284E-2
0.791	4.872E-2	-3.284E-2
0.808	4.878E-2	-3.284E-2
0.825	4.878E-2	-3.255E-2
0.841	4.786E-2	-3.135E-2
0.858	4.677E-2	-3.043E-2
0.875	4.602E-2	-2.912E-2
0.892	4.488E-2	-2.803E-2
0.909	4.373E-2	-2.591E-2
0.926	4.304E-2	-2.390E-2
0.942	4.270E-2	-2.212E-2
0.959	4.196E-2	-2.041E-2
0.976	4.144E-2	-1.880E-2
0.993	4.115E-2	-1.685E-2
1.010	4.087E-2	-1.565E-2
1.027	4.029E-2	-1.445E-2
1.043	3.961E-2	-1.261E-2
1.060	3.886E-2	-1.107E-2
1.077	3.789E-2	-9.976E-3
1.094	3.737E-2	-8.143E-3
1.111	3.645E-2	-6.481E-3
1.128	3.645E-2	-5.220E-3
1.144	3.582E-2	-4.131E-3
1.161	3.565E-2	-2.699E-3
1.178	3.508E-2	-9.222E-4
1.195	3.525E-2	2.811E-4
1.212	3.491E-2	1.542E-3
1.229	3.456E-2	2.856E-3
1.245	3.428E-2	3.959E-3
1.262	3.397E-2	5.303E-3
1.279	3.364E-2	6.458E-3
1.296	3.319E-2	7.691E-3
1.313	3.299E-2	9.107E-3
1.330	3.264E-2	1.014E-2
1.346	3.243E-2	1.146E-2
1.363	3.216E-2	1.252E-2
1.380	3.196E-2	1.357E-2
1.397	3.178E-2	1.497E-2
