	mass A		
t	x	y	
0.000	3.187E-2	1.992E-2
0.017	3.185E-2	1.883E-2
0.034	3.203E-2	1.783E-2
0.050	3.216E-2	1.653E-2
0.067	3.247E-2	1.534E-2
0.084	3.254E-2	1.442E-2
0.101	3.267E-2	1.331E-2
0.118	3.274E-2	1.189E-2
0.135	3.308E-2	1.084E-2
0.151	3.317E-2	9.488E-3
0.168	3.338E-2	8.104E-3
0.185	3.415E-2	7.002E-3
0.202	3.433E-2	5.684E-3
0.219	3.434E-2	4.436E-3
0.236	3.466E-2	3.533E-3
0.252	3.519E-2	1.728E-3
0.269	3.560E-2	5.911E-4
0.286	3.588E-2	-1.108E-4
0.303	3.610E-2	-1.575E-3
0.320	3.656E-2	-3.274E-3
0.337	3.688E-2	-4.820E-3
0.353	3.769E-2	-6.320E-3
0.370	3.783E-2	-7.912E-3
0.387	3.842E-2	-9.412E-3
0.404	3.892E-2	-1.078E-2
0.421	3.947E-2	-1.223E-2
0.438	4.015E-2	-1.382E-2
0.454	4.065E-2	-1.528E-2
0.471	4.120E-2	-1.705E-2
0.488	4.197E-2	-1.832E-2
0.505	4.256E-2	-1.973E-2
0.522	4.333E-2	-2.119E-2
0.539	4.370E-2	-2.319E-2
0.555	4.465E-2	-2.510E-2
0.572	4.538E-2	-2.719E-2
0.589	4.588E-2	-2.851E-2
0.606	4.674E-2	-3.046E-2
0.623	4.752E-2	-3.201E-2
0.640	4.770E-2	-3.310E-2
0.656	4.806E-2	-3.410E-2
0.673	4.770E-2	-3.428E-2
0.690	4.788E-2	-3.433E-2
0.707	4.788E-2	-3.433E-2
0.724	4.788E-2	-3.415E-2
0.741	4.797E-2	-3.365E-2
0.757	4.797E-2	-3.369E-2
0.774	4.824E-2	-3.365E-2
0.791	4.852E-2	-3.360E-2
0.808	4.861E-2	-3.337E-2
0.825	4.833E-2	-3.287E-2
0.842	4.802E-2	-3.224E-2
0.858	4.706E-2	-3.051E-2
0.875	4.633E-2	-2.901E-2
0.892	4.515E-2	-2.705E-2
0.909	4.383E-2	-2.505E-2
0.926	4.315E-2	-2.310E-2
0.943	4.270E-2	-2.173E-2
0.959	4.220E-2	-2.014E-2
0.976	4.161E-2	-1.832E-2
0.993	4.101E-2	-1.701E-2
1.010	4.060E-2	-1.560E-2
1.027	4.029E-2	-1.373E-2
1.043	3.947E-2	-1.237E-2
1.060	3.883E-2	-1.069E-2
1.077	3.833E-2	-9.230E-3
1.094	3.769E-2	-7.957E-3
1.111	3.715E-2	-6.502E-3
1.128	3.669E-2	-5.093E-3
1.144	3.651E-2	-3.910E-3
1.161	3.588E-2	-2.228E-3
1.178	3.565E-2	-7.730E-4
1.195	3.533E-2	2.728E-4
1.212	3.497E-2	1.773E-3
1.229	3.483E-2	2.637E-3
1.245	3.478E-2	3.683E-3
1.262	3.428E-2	4.865E-3
1.279	3.428E-2	5.320E-3
1.296	3.433E-2	5.911E-3
1.313	3.438E-2	6.048E-3
1.330	3.433E-2	6.229E-3
1.346	3.415E-2	6.639E-3
1.363	3.397E-2	7.048E-3
1.380	3.369E-2	7.366E-3
1.397	3.374E-2	7.457E-3
