	mass A		
t	x	y	
0.421	3.156E-2	1.980E-2
0.438	3.182E-2	1.863E-2
0.454	3.173E-2	1.755E-2
0.471	3.196E-2	1.665E-2
0.488	3.212E-2	1.536E-2
0.505	3.231E-2	1.414E-2
0.522	3.263E-2	1.285E-2
0.539	3.276E-2	1.170E-2
0.555	3.283E-2	1.060E-2
0.572	3.304E-2	9.226E-3
0.589	3.324E-2	7.987E-3
0.606	3.364E-2	6.985E-3
0.623	3.399E-2	5.874E-3
0.640	3.414E-2	4.669E-3
0.656	3.456E-2	3.579E-3
0.673	3.485E-2	2.125E-3
0.690	3.499E-2	9.182E-4
0.707	3.553E-2	-3.345E-4
0.724	3.572E-2	-1.421E-3
0.741	3.616E-2	-2.657E-3
0.757	3.649E-2	-4.159E-3
0.774	3.704E-2	-5.735E-3
0.791	3.749E-2	-7.214E-3
0.808	3.794E-2	-8.855E-3
0.825	3.855E-2	-1.043E-2
0.842	3.900E-2	-1.210E-2
0.858	3.923E-2	-1.349E-2
0.875	3.993E-2	-1.506E-2
0.892	4.055E-2	-1.677E-2
0.909	4.122E-2	-1.812E-2
0.926	4.215E-2	-1.998E-2
0.943	4.277E-2	-2.136E-2
0.959	4.328E-2	-2.288E-2
0.976	4.392E-2	-2.464E-2
0.993	4.444E-2	-2.603E-2
1.010	4.534E-2	-2.805E-2
1.027	4.611E-2	-2.963E-2
1.044	4.675E-2	-3.117E-2
1.060	4.727E-2	-3.236E-2
1.077	4.759E-2	-3.346E-2
1.094	4.759E-2	-3.391E-2
1.111	4.769E-2	-3.404E-2
1.128	4.772E-2	-3.365E-2
1.145	4.778E-2	-3.371E-2
1.161	4.788E-2	-3.362E-2
1.178	4.794E-2	-3.378E-2
1.195	4.810E-2	-3.352E-2
1.212	4.859E-2	-3.342E-2
1.229	4.852E-2	-3.330E-2
1.246	4.833E-2	-3.314E-2
1.262	4.794E-2	-3.265E-2
1.279	4.682E-2	-3.108E-2
1.296	4.601E-2	-2.960E-2
1.313	4.531E-2	-2.783E-2
1.330	4.421E-2	-2.567E-2
1.347	4.322E-2	-2.413E-2
1.363	4.267E-2	-2.194E-2
1.380	4.238E-2	-2.079E-2
1.397	4.183E-2	-1.882E-2
1.414	4.135E-2	-1.792E-2
1.431	4.106E-2	-1.599E-2
1.448	4.048E-2	-1.464E-2
1.464	4.000E-2	-1.275E-2
1.481	3.926E-2	-1.140E-2
1.498	3.868E-2	-9.852E-3
1.515	3.810E-2	-8.404E-3
1.532	3.775E-2	-6.796E-3
1.549	3.723E-2	-5.124E-3
1.565	3.669E-2	-3.934E-3
1.582	3.633E-2	-2.551E-3
1.599	3.611E-2	-1.361E-3
1.616	3.572E-2	8.576E-5
1.633	3.543E-2	1.115E-3
1.650	3.523E-2	2.571E-3
1.666	3.478E-2	3.578E-3
1.683	3.442E-2	5.025E-3
1.700	3.406E-2	6.022E-3
1.717	3.381E-2	7.384E-3
1.734	3.335E-2	8.554E-3
1.751	3.301E-2	9.812E-3
1.767	3.279E-2	1.119E-2
1.784	3.260E-2	1.229E-2
1.801	3.245E-2	1.355E-2
1.818	3.226E-2	1.470E-2
1.835	3.203E-2	1.549E-2
